component_key,component_name,qualifier,path,metric_key,metric_name,value
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_blocker_violations,New Blocker Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_bugs,New Bugs,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_code_smells,New Code Smells,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_conditions_to_cover,Conditions to Cover on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_critical_violations,New Critical Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_development_cost,Development Cost on New Code,0.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_duplicated_blocks,Duplicated Blocks on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_duplicated_lines,Duplicated Lines on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_info_violations,New Info Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_issues_in_sandbox,New Issues in Sandbox,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_lines,New Lines,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_lines_to_cover,Lines to Cover on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_maintainability_rating,Maintainability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_major_violations,New Major Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_minor_violations,New Minor Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_reliability_rating,Reliability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_reliability_remediation_effort,Reliability Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_security_hotspots,New Security Hotspots,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_security_hotspots_reviewed_status,Security Review Reviewed Status on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_security_hotspots_to_review_status,Security Review To Review Status on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_security_rating,Security Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_security_remediation_effort,Security Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_security_review_rating,Security Review Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_blocker_issues,New Blocker Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_high_issues,New High Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_info_issues,New Info Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_low_issues,New Low Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_maintainability_debt_ratio,Technical Debt Ratio on New Code,0.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_maintainability_issues,New Maintainability Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_maintainability_rating,Maintainability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_maintainability_remediation_effort,Added Technical Debt,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_medium_issues,New Medium Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_reliability_issues,New Reliability Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_reliability_rating,Reliability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_reliability_remediation_effort,Reliability Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_security_issues,New Security Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_security_rating,Security Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_software_quality_security_remediation_effort,Security Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_sqale_debt_ratio,Technical Debt Ratio on New Code,0.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_technical_debt,Added Technical Debt,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_uncovered_conditions,Uncovered Conditions on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_uncovered_lines,Uncovered Lines on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_violations,New Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,new_vulnerabilities,New Vulnerabilities,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,open_issues,Open Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,reliability_rating,Reliability Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,reliability_remediation_effort,Reliability Remediation Effort,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,reopened_issues,Reopened Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,security_hotspots,Security Hotspots,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,security_hotspots_reviewed_status,Security Review Reviewed Status,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,security_hotspots_to_review_status,Security Review To Review Status,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,security_rating,Security Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,security_remediation_effort,Security Remediation Effort,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,security_review_rating,Security Review Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,skipped_tests,Skipped Unit Tests,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_blocker_issues,Blocker Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_high_issues,High Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_info_issues,Info Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_low_issues,Low Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_maintainability_debt_ratio,Technical Debt Ratio,0.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_maintainability_issues,Maintainability Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_maintainability_rating,Maintainability Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_maintainability_remediation_effort,Technical Debt,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_medium_issues,Medium Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_reliability_issues,Reliability Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_reliability_rating,Reliability Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_reliability_remediation_effort,Reliability Remediation Effort,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_security_issues,Security Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_security_rating,Security Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,software_quality_security_remediation_effort,Security Remediation Effort,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,sqale_debt_ratio,Technical Debt Ratio,0.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,sqale_index,Technical Debt,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,sqale_rating,Maintainability Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,statements,Statements,2
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,test_errors,Unit Test Errors,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,test_failures,Unit Test Failures,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,test_success_density,Unit Test Success (%),100.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,uncovered_lines,Uncovered Lines,2
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,violations,Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/controller/AuthController.java,AuthController.java,FIL,src/main/java/com/ecommerce/controller/AuthController.java,vulnerabilities,Vulnerabilities,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,accepted_issues,Accepted Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,blocker_violations,Blocker Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,bugs,Bugs,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,code_smells,Code Smells,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,cognitive_complexity,Cognitive Complexity,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,confirmed_issues,Confirmed Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,critical_violations,Critical Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,development_cost,Development Cost,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,duplicated_blocks,Duplicated Blocks,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,duplicated_files,Duplicated Files,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,duplicated_lines,Duplicated Lines,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,duplicated_lines_density,Duplicated Lines (%),0.0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,effort_to_reach_maintainability_rating_a,Effort to Reach Maintainability Rating A,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,effort_to_reach_software_quality_maintainability_rating_a,Effort to Reach Maintainability Rating A,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,false_positive_issues,False Positive Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,high_impact_accepted_issues,Blocker and High Severity Accepted Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,info_violations,Info Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,issues_in_sandbox,Issues in Sandbox,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,last_commit_date,Date of Last Commit,1773958093000
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,major_violations,Major Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,minor_violations,Minor Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_accepted_issues,New Accepted Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_blocker_violations,New Blocker Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_bugs,New Bugs,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_code_smells,New Code Smells,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_critical_violations,New Critical Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_development_cost,Development Cost on New Code,0.0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_duplicated_blocks,Duplicated Blocks on New Code,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_duplicated_lines,Duplicated Lines on New Code,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_info_violations,New Info Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_issues_in_sandbox,New Issues in Sandbox,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_lines,New Lines,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_maintainability_rating,Maintainability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_major_violations,New Major Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_minor_violations,New Minor Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_reliability_rating,Reliability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_reliability_remediation_effort,Reliability Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_security_hotspots,New Security Hotspots,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_security_hotspots_reviewed_status,Security Review Reviewed Status on New Code,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_security_hotspots_to_review_status,Security Review To Review Status on New Code,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_security_rating,Security Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_security_remediation_effort,Security Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_security_review_rating,Security Review Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_blocker_issues,New Blocker Severity Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_high_issues,New High Severity Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_info_issues,New Info Severity Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_low_issues,New Low Severity Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_maintainability_debt_ratio,Technical Debt Ratio on New Code,0.0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_maintainability_issues,New Maintainability Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_maintainability_rating,Maintainability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_maintainability_remediation_effort,Added Technical Debt,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_medium_issues,New Medium Severity Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_reliability_issues,New Reliability Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/controller/AuthControllerIT.java,AuthControllerIT.java,UTS,src/test/java/com/ecommerce/controller/AuthControllerIT.java,new_software_quality_reliability_rating,Reliability Rating on New Code,1.0
