component_key,component_name,qualifier,path,metric_key,metric_name,value
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,confirmed_issues,Confirmed Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,coverage,Coverage,93.3
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,critical_violations,Critical Issues,1
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,development_cost,Development Cost,1050
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,duplicated_blocks,Duplicated Blocks,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,duplicated_files,Duplicated Files,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,duplicated_lines,Duplicated Lines,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,duplicated_lines_density,Duplicated Lines (%),0.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,effort_to_reach_maintainability_rating_a,Effort to Reach Maintainability Rating A,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,effort_to_reach_software_quality_maintainability_rating_a,Effort to Reach Maintainability Rating A,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,false_positive_issues,False Positive Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,files,Files,1
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,functions,Functions,4
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,high_impact_accepted_issues,Blocker and High Severity Accepted Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,info_violations,Info Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,issues_in_sandbox,Issues in Sandbox,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,last_commit_date,Date of Last Commit,1772668306000
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,line_coverage,Line Coverage,100.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,lines,Lines,43
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,lines_to_cover,Lines to Cover,11
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,major_violations,Major Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,minor_violations,Minor Issues,1
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,ncloc,Lines of Code,35
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_accepted_issues,New Accepted Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_blocker_violations,New Blocker Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_bugs,New Bugs,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_code_smells,New Code Smells,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_conditions_to_cover,Conditions to Cover on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_critical_violations,New Critical Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_development_cost,Development Cost on New Code,0.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_duplicated_blocks,Duplicated Blocks on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_duplicated_lines,Duplicated Lines on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_info_violations,New Info Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_issues_in_sandbox,New Issues in Sandbox,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_lines,New Lines,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_lines_to_cover,Lines to Cover on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_maintainability_rating,Maintainability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_major_violations,New Major Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_minor_violations,New Minor Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_reliability_rating,Reliability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_reliability_remediation_effort,Reliability Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_security_hotspots,New Security Hotspots,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_security_hotspots_reviewed_status,Security Review Reviewed Status on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_security_hotspots_to_review_status,Security Review To Review Status on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_security_rating,Security Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_security_remediation_effort,Security Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_security_review_rating,Security Review Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_blocker_issues,New Blocker Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_high_issues,New High Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_info_issues,New Info Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_low_issues,New Low Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_maintainability_debt_ratio,Technical Debt Ratio on New Code,0.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_maintainability_issues,New Maintainability Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_maintainability_rating,Maintainability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_maintainability_remediation_effort,Added Technical Debt,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_medium_issues,New Medium Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_reliability_issues,New Reliability Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_reliability_rating,Reliability Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_reliability_remediation_effort,Reliability Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_security_issues,New Security Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_security_rating,Security Rating on New Code,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_software_quality_security_remediation_effort,Security Remediation Effort on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_sqale_debt_ratio,Technical Debt Ratio on New Code,0.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_technical_debt,Added Technical Debt,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_uncovered_conditions,Uncovered Conditions on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_uncovered_lines,Uncovered Lines on New Code,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_violations,New Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,new_vulnerabilities,New Vulnerabilities,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,open_issues,Open Issues,2
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,reliability_rating,Reliability Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,reliability_remediation_effort,Reliability Remediation Effort,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,reopened_issues,Reopened Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,security_hotspots,Security Hotspots,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,security_hotspots_reviewed_status,Security Review Reviewed Status,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,security_hotspots_to_review_status,Security Review To Review Status,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,security_rating,Security Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,security_remediation_effort,Security Remediation Effort,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,security_review_rating,Security Review Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,skipped_tests,Skipped Unit Tests,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_blocker_issues,Blocker Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_high_issues,High Severity Issues,1
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_info_issues,Info Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_low_issues,Low Severity Issues,1
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_maintainability_debt_ratio,Technical Debt Ratio,1.4
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_maintainability_issues,Maintainability Issues,2
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_maintainability_rating,Maintainability Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_maintainability_remediation_effort,Technical Debt,15
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_medium_issues,Medium Severity Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_reliability_issues,Reliability Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_reliability_rating,Reliability Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_reliability_remediation_effort,Reliability Remediation Effort,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_security_issues,Security Issues,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_security_rating,Security Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,software_quality_security_remediation_effort,Security Remediation Effort,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,sqale_debt_ratio,Technical Debt Ratio,1.4
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,sqale_index,Technical Debt,15
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,sqale_rating,Maintainability Rating,1.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,statements,Statements,9
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,test_errors,Unit Test Errors,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,test_failures,Unit Test Failures,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,test_success_density,Unit Test Success (%),100.0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,uncovered_conditions,Uncovered Conditions,1
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,uncovered_lines,Uncovered Lines,0
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,violations,Issues,2
com.ecommerce:ecommerce-backend:src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,GlobalExceptionHandler.java,FIL,src/main/java/com/ecommerce/exception/GlobalExceptionHandler.java,vulnerabilities,Vulnerabilities,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,accepted_issues,Accepted Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,blocker_violations,Blocker Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,bugs,Bugs,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,code_smells,Code Smells,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,cognitive_complexity,Cognitive Complexity,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,confirmed_issues,Confirmed Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,critical_violations,Critical Issues,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,development_cost,Development Cost,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,duplicated_blocks,Duplicated Blocks,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,duplicated_files,Duplicated Files,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,duplicated_lines,Duplicated Lines,0
com.ecommerce:ecommerce-backend:src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,GlobalExceptionHandlerTest.java,UTS,src/test/java/com/ecommerce/exception/GlobalExceptionHandlerTest.java,duplicated_lines_density,Duplicated Lines (%),0.0
